Time,Event
2025-03-09 13:53:19,Student looking away - Suspicious head movement
2025-03-09 13:53:19,Student looking away - Eye movement detected
2025-03-09 13:53:19,Student looking away - Suspicious head movement
2025-03-09 13:53:19,Student looking away - Eye movement detected
2025-03-09 13:53:19,Student looking away - Suspicious head movement
2025-03-09 13:53:19,Student looking away - Eye movement detected
2025-03-09 13:53:19,Student looking away - Suspicious head movement
2025-03-09 13:53:19,Student looking away - Eye movement detected
2025-03-09 13:53:19,Student looking away - Suspicious head movement
2025-03-09 13:53:19,Student looking away - Eye movement detected
2025-03-09 13:53:19,Student looking away - Suspicious head movement
2025-03-09 13:53:19,Student looking away - Eye movement detected
2025-03-09 13:53:19,Student looking away - Suspicious head movement
2025-03-09 13:53:19,Student looking away - Eye movement detected
2025-03-09 13:53:20,Student looking away - Suspicious head movement
2025-03-09 13:53:20,Student looking away - Eye movement detected
2025-03-09 13:53:20,Student looking away - Suspicious head movement
2025-03-09 13:53:20,Student looking away - Eye movement detected
2025-03-09 13:53:20,Student looking away - Suspicious head movement
2025-03-09 13:53:20,Student looking away - Eye movement detected
2025-03-09 13:53:20,Student looking away - Suspicious head movement
2025-03-09 13:53:20,Student looking away - Eye movement detected
2025-03-09 13:53:20,Student looking away - Suspicious head movement
2025-03-09 13:53:20,Student looking away - Eye movement detected
2025-03-09 13:53:20,Student looking away - Eye movement detected
2025-03-09 13:53:20,Student looking away - Suspicious head movement
2025-03-09 13:53:20,Student looking away - Eye movement detected
2025-03-09 13:53:20,Student looking away - Suspicious head movement
2025-03-09 13:53:20,Student looking away - Eye movement detected
2025-03-09 13:53:20,Student looking away - Suspicious head movement
2025-03-09 13:53:20,Student looking away - Eye movement detected
2025-03-09 13:53:20,Student looking away - Suspicious head movement
2025-03-09 13:53:20,Student looking away - Eye movement detected
2025-03-09 13:53:20,Student looking away - Suspicious head movement
2025-03-09 13:53:20,Student looking away - Eye movement detected
2025-03-09 13:53:21,Student looking away - Suspicious head movement
2025-03-09 13:53:21,Student looking away - Eye movement detected
2025-03-09 13:53:21,Student looking away - Suspicious head movement
2025-03-09 13:53:21,Student looking away - Eye movement detected
2025-03-09 13:53:21,Student looking away - Suspicious head movement
2025-03-09 13:53:21,Student looking away - Eye movement detected
2025-03-09 13:53:21,Student looking away - Suspicious head movement
2025-03-09 13:53:21,Student looking away - Eye movement detected
2025-03-09 13:53:21,Student looking away - Suspicious head movement
2025-03-09 13:53:21,Student looking away - Eye movement detected
2025-03-09 13:53:22,Student looking away - Suspicious head movement
2025-03-09 13:53:22,Student looking away - Eye movement detected
2025-03-09 13:53:22,Student looking away - Suspicious head movement
2025-03-09 13:53:22,Student looking away - Eye movement detected
2025-03-09 13:53:22,Student looking away - Suspicious head movement
2025-03-09 13:53:22,Student looking away - Eye movement detected
2025-03-09 13:53:22,Student looking away - Suspicious head movement
2025-03-09 13:53:22,Student looking away - Eye movement detected
2025-03-09 13:53:22,Student looking away - Suspicious head movement
2025-03-09 13:53:22,Student looking away - Eye movement detected
2025-03-09 13:53:22,Student looking away - Suspicious head movement
2025-03-09 13:53:22,Student looking away - Eye movement detected
2025-03-09 13:53:22,Student looking away - Suspicious head movement
2025-03-09 13:53:22,Student looking away - Eye movement detected
2025-03-09 13:53:22,Student looking away - Suspicious head movement
2025-03-09 13:53:22,Student looking away - Eye movement detected
2025-03-09 13:53:22,Student looking away - Suspicious head movement
2025-03-09 13:53:22,Student looking away - Eye movement detected
2025-03-09 13:53:22,Student looking away - Suspicious head movement
2025-03-09 13:53:22,Student looking away - Eye movement detected
2025-03-09 13:53:22,Student looking away - Suspicious head movement
2025-03-09 13:53:22,Student looking away - Eye movement detected
2025-03-09 13:53:23,Student looking away - Suspicious head movement
2025-03-09 13:53:23,Student looking away - Eye movement detected
2025-03-09 13:53:23,Student looking away - Suspicious head movement
2025-03-09 13:53:23,Student looking away - Eye movement detected
2025-03-09 13:53:23,Student looking away - Suspicious head movement
2025-03-09 13:53:23,Student looking away - Eye movement detected
2025-03-09 13:53:23,Student looking away - Suspicious head movement
2025-03-09 13:53:23,Student looking away - Eye movement detected
2025-03-09 13:53:23,Student looking away - Suspicious head movement
2025-03-09 13:53:23,Student looking away - Eye movement detected
2025-03-09 13:53:23,Student looking away - Suspicious head movement
2025-03-09 13:53:23,Student looking away - Eye movement detected
2025-03-09 13:53:23,Student looking away - Suspicious head movement
2025-03-09 13:53:23,Student looking away - Eye movement detected
2025-03-09 13:53:23,Student looking away - Suspicious head movement
2025-03-09 13:53:23,Student looking away - Eye movement detected
2025-03-09 13:53:23,Student looking away - Suspicious head movement
2025-03-09 13:53:23,Student looking away - Eye movement detected
2025-03-09 13:53:23,Student looking away - Suspicious head movement
2025-03-09 13:53:23,Student looking away - Eye movement detected
2025-03-09 13:53:23,Student looking away - Suspicious head movement
2025-03-09 13:53:23,Student looking away - Eye movement detected
2025-03-09 13:53:23,Student looking away - Suspicious head movement
2025-03-09 13:53:23,Student looking away - Eye movement detected
2025-03-09 13:53:23,Student looking away - Suspicious head movement
2025-03-09 13:53:23,Student looking away - Eye movement detected
2025-03-09 13:53:23,Student looking away - Suspicious head movement
2025-03-09 13:53:23,Student looking away - Eye movement detected
2025-03-09 13:53:24,Student looking away - Suspicious head movement
2025-03-09 13:53:24,Student looking away - Eye movement detected
2025-03-09 13:53:24,Student looking away - Suspicious head movement
2025-03-09 13:53:24,Student looking away - Eye movement detected
2025-03-09 13:53:24,Student looking away - Suspicious head movement
2025-03-09 13:53:24,Student looking away - Eye movement detected
2025-03-09 13:53:24,Student looking away - Suspicious head movement
2025-03-09 13:53:24,Student looking away - Eye movement detected
2025-03-09 13:53:24,Student looking away - Suspicious head movement
2025-03-09 13:53:24,Student looking away - Eye movement detected
2025-03-09 13:53:24,Student looking away - Suspicious head movement
2025-03-09 13:53:24,Student looking away - Eye movement detected
2025-03-09 13:53:24,Student looking away - Suspicious head movement
2025-03-09 13:53:24,Student looking away - Eye movement detected
2025-03-09 13:53:24,Student looking away - Suspicious head movement
2025-03-09 13:53:24,Student looking away - Eye movement detected
2025-03-09 13:53:24,Student looking away - Suspicious head movement
2025-03-09 13:53:24,Student looking away - Eye movement detected
2025-03-09 13:53:24,Student looking away - Suspicious head movement
2025-03-09 13:53:24,Student looking away - Eye movement detected
2025-03-09 13:53:24,Student looking away - Suspicious head movement
2025-03-09 13:53:24,Student looking away - Eye movement detected
2025-03-09 13:53:24,Student looking away - Suspicious head movement
2025-03-09 13:53:24,Student looking away - Eye movement detected
2025-03-09 13:53:24,Student looking away - Suspicious head movement
2025-03-09 13:53:24,Student looking away - Eye movement detected
2025-03-09 13:53:24,Student looking away - Suspicious head movement
2025-03-09 13:53:24,Student looking away - Eye movement detected
2025-03-09 13:53:24,Student looking away - Suspicious head movement
2025-03-09 13:53:24,Student looking away - Eye movement detected
2025-03-09 13:53:25,Student looking away - Suspicious head movement
2025-03-09 13:53:25,Student looking away - Eye movement detected
2025-03-09 13:53:25,Student looking away - Suspicious head movement
2025-03-09 13:53:25,Student looking away - Eye movement detected
2025-03-09 13:53:25,Student looking away - Suspicious head movement
2025-03-09 13:53:25,Student looking away - Eye movement detected
2025-03-09 13:53:25,Student looking away - Suspicious head movement
2025-03-09 13:53:25,Student looking away - Eye movement detected
2025-03-09 13:53:26,Student looking away - Suspicious head movement
2025-03-09 13:53:26,Student looking away - Eye movement detected
2025-03-09 13:53:26,Student looking away - Suspicious head movement
2025-03-09 13:53:26,Student looking away - Eye movement detected
2025-03-09 13:53:26,Student looking away - Suspicious head movement
2025-03-09 13:53:26,Student looking away - Eye movement detected
2025-03-09 13:53:26,Student looking away - Suspicious head movement
2025-03-09 13:53:26,Student looking away - Eye movement detected
2025-03-09 13:53:26,Student looking away - Suspicious head movement
2025-03-09 13:53:26,Student looking away - Eye movement detected
2025-03-09 13:53:26,Student looking away - Suspicious head movement
2025-03-09 13:53:26,Student looking away - Eye movement detected
2025-03-09 13:53:26,Student looking away - Suspicious head movement
2025-03-09 13:53:26,Student looking away - Eye movement detected
2025-03-09 13:53:26,Student looking away - Suspicious head movement
2025-03-09 13:53:26,Student looking away - Eye movement detected
2025-03-09 13:53:26,Student looking away - Suspicious head movement
2025-03-09 13:53:26,Student looking away - Eye movement detected
2025-03-09 13:53:26,Student looking away - Suspicious head movement
2025-03-09 13:53:26,Student looking away - Eye movement detected
2025-03-09 13:53:26,Student looking away - Suspicious head movement
2025-03-09 13:53:26,Student looking away - Eye movement detected
2025-03-09 13:53:26,Student looking away - Suspicious head movement
2025-03-09 13:53:26,Student looking away - Eye movement detected
2025-03-09 13:53:26,Student looking away - Suspicious head movement
2025-03-09 13:53:26,Student looking away - Eye movement detected
2025-03-09 13:53:26,Student looking away - Suspicious head movement
2025-03-09 13:53:26,Student looking away - Eye movement detected
2025-03-09 13:53:26,Student looking away - Suspicious head movement
2025-03-09 13:53:26,Student looking away - Eye movement detected
2025-03-09 13:53:27,Student looking away - Suspicious head movement
2025-03-09 13:53:27,Student looking away - Eye movement detected
2025-03-09 13:53:27,Student looking away - Suspicious head movement
2025-03-09 13:53:27,Student looking away - Eye movement detected
2025-03-09 13:53:27,Student looking away - Suspicious head movement
2025-03-09 13:53:27,Student looking away - Eye movement detected
2025-03-09 13:53:27,Student looking away - Suspicious head movement
2025-03-09 13:53:27,Student looking away - Eye movement detected
2025-03-09 13:53:27,Student looking away - Suspicious head movement
2025-03-09 13:53:27,Student looking away - Eye movement detected
2025-03-09 13:53:27,Student looking away - Suspicious head movement
2025-03-09 13:53:27,Student looking away - Eye movement detected
2025-03-09 13:53:27,Student looking away - Suspicious head movement
2025-03-09 13:53:27,Student looking away - Eye movement detected
2025-03-09 13:53:27,Student looking away - Suspicious head movement
2025-03-09 13:53:27,Student looking away - Eye movement detected
2025-03-09 13:53:27,Student looking away - Suspicious head movement
2025-03-09 13:53:27,Student looking away - Eye movement detected
2025-03-09 13:53:27,Student looking away - Suspicious head movement
2025-03-09 13:53:27,Student looking away - Eye movement detected
2025-03-09 13:53:27,Student looking away - Eye movement detected
2025-03-09 13:53:27,Student looking away - Suspicious head movement
2025-03-09 13:53:27,Student looking away - Eye movement detected
2025-03-09 13:53:27,Student looking away - Suspicious head movement
2025-03-09 13:53:27,Student looking away - Eye movement detected
2025-03-09 13:53:27,Student looking away - Suspicious head movement
2025-03-09 13:53:27,Student looking away - Eye movement detected
2025-03-09 13:53:28,Student looking away - Suspicious head movement
2025-03-09 13:53:28,Student looking away - Eye movement detected
2025-03-09 13:53:28,Student looking away - Suspicious head movement
2025-03-09 13:53:28,Student looking away - Eye movement detected
2025-03-09 13:53:28,Student looking away - Suspicious head movement
2025-03-09 13:53:28,Student looking away - Eye movement detected
2025-03-09 13:53:28,Student looking away - Suspicious head movement
2025-03-09 13:53:28,Student looking away - Eye movement detected
2025-03-09 13:53:28,Student looking away - Suspicious head movement
2025-03-09 13:53:28,Student looking away - Eye movement detected
2025-03-09 13:53:28,Student looking away - Suspicious head movement
2025-03-09 13:53:28,Student looking away - Eye movement detected
2025-03-09 13:53:28,Student looking away - Suspicious head movement
2025-03-09 13:53:28,Student looking away - Eye movement detected
2025-03-09 13:53:28,Student looking away - Suspicious head movement
2025-03-09 13:53:28,Student looking away - Eye movement detected
2025-03-09 13:53:29,Student looking away - Suspicious head movement
2025-03-09 13:53:29,Student looking away - Eye movement detected
2025-03-09 13:53:29,Student looking away - Suspicious head movement
2025-03-09 13:53:29,Student looking away - Eye movement detected
2025-03-09 13:53:29,Student looking away - Suspicious head movement
2025-03-09 13:53:29,Student looking away - Eye movement detected
2025-03-09 13:53:29,Student looking away - Eye movement detected
2025-03-09 13:53:29,Student looking away - Suspicious head movement
2025-03-09 13:53:29,Student looking away - Eye movement detected
2025-03-09 13:53:29,Student looking away - Suspicious head movement
2025-03-09 13:53:29,Student looking away - Eye movement detected
2025-03-09 13:53:29,Student looking away - Suspicious head movement
2025-03-09 13:53:29,Student looking away - Eye movement detected
2025-03-09 13:53:32,Student looking away - Suspicious head movement
2025-03-09 13:53:32,Student looking away - Eye movement detected
2025-03-09 13:53:32,Student looking away - Suspicious head movement
2025-03-09 13:53:32,Student looking away - Eye movement detected
2025-03-09 13:53:33,Student looking away - Suspicious head movement
2025-03-09 13:53:33,Student looking away - Eye movement detected
2025-03-09 13:53:33,Student looking away - Suspicious head movement
2025-03-09 13:53:33,Student looking away - Eye movement detected
2025-03-09 13:53:33,Student looking away - Suspicious head movement
2025-03-09 13:53:33,Student looking away - Eye movement detected
2025-03-09 13:53:33,Student looking away - Suspicious head movement
2025-03-09 13:53:33,Student looking away - Eye movement detected
2025-03-09 13:53:33,Student looking away - Suspicious head movement
2025-03-09 13:53:33,Student looking away - Eye movement detected
2025-03-09 13:53:33,Student looking away - Suspicious head movement
2025-03-09 13:53:33,Student looking away - Eye movement detected
2025-03-09 13:53:33,Student looking away - Suspicious head movement
2025-03-09 13:53:33,Student looking away - Eye movement detected
2025-03-09 13:53:33,Student looking away - Suspicious head movement
2025-03-09 13:53:33,Student looking away - Eye movement detected
2025-03-09 13:53:33,Student looking away - Suspicious head movement
2025-03-09 13:53:33,Student looking away - Eye movement detected
2025-03-09 13:53:33,Student looking away - Suspicious head movement
2025-03-09 13:53:33,Student looking away - Eye movement detected
2025-03-09 13:53:33,Student looking away - Suspicious head movement
2025-03-09 13:53:33,Student looking away - Eye movement detected
2025-03-09 13:53:33,Student looking away - Suspicious head movement
2025-03-09 13:53:33,Student looking away - Eye movement detected
2025-03-09 13:53:33,Student looking away - Suspicious head movement
2025-03-09 13:53:33,Student looking away - Eye movement detected
2025-03-09 13:53:33,Student looking away - Suspicious head movement
2025-03-09 13:53:33,Student looking away - Eye movement detected
2025-03-09 13:53:33,Student looking away - Suspicious head movement
2025-03-09 13:53:33,Student looking away - Eye movement detected
2025-03-09 13:53:34,Student looking away - Suspicious head movement
2025-03-09 13:53:34,Student looking away - Eye movement detected
2025-03-09 13:53:34,Student looking away - Suspicious head movement
2025-03-09 13:53:34,Student looking away - Eye movement detected
2025-03-09 13:53:34,Student looking away - Suspicious head movement
2025-03-09 13:53:34,Student looking away - Eye movement detected
2025-03-09 13:53:34,Student looking away - Suspicious head movement
2025-03-09 13:53:34,Student looking away - Eye movement detected
2025-03-09 13:53:34,Student looking away - Suspicious head movement
2025-03-09 13:53:34,Student looking away - Eye movement detected
2025-03-09 13:53:34,Student looking away - Suspicious head movement
2025-03-09 13:53:34,Student looking away - Eye movement detected
2025-03-09 13:53:34,Student looking away - Suspicious head movement
2025-03-09 13:53:34,Student looking away - Eye movement detected
2025-03-09 13:53:34,Student looking away - Suspicious head movement
2025-03-09 13:53:34,Student looking away - Eye movement detected
2025-03-09 13:53:34,Student looking away - Suspicious head movement
2025-03-09 13:53:34,Student looking away - Eye movement detected
2025-03-09 13:53:34,Student looking away - Suspicious head movement
2025-03-09 13:53:34,Student looking away - Eye movement detected
2025-03-09 13:53:34,Student looking away - Suspicious head movement
2025-03-09 13:53:34,Student looking away - Eye movement detected
2025-03-09 13:53:34,Student looking away - Suspicious head movement
2025-03-09 13:53:34,Student looking away - Eye movement detected
2025-03-09 13:53:34,Student looking away - Suspicious head movement
2025-03-09 13:53:34,Student looking away - Eye movement detected
2025-03-09 13:53:34,Student looking away - Suspicious head movement
2025-03-09 13:53:34,Student looking away - Eye movement detected
2025-03-09 13:53:35,Student looking away - Suspicious head movement
2025-03-09 13:53:35,Student looking away - Eye movement detected
2025-03-09 13:53:35,Student looking away - Suspicious head movement
2025-03-09 13:53:35,Student looking away - Eye movement detected
2025-03-09 13:53:35,Student looking away - Suspicious head movement
2025-03-09 13:53:35,Student looking away - Eye movement detected
2025-03-09 13:53:35,Student looking away - Suspicious head movement
2025-03-09 13:53:35,Student looking away - Eye movement detected
2025-03-09 13:53:35,Student looking away - Suspicious head movement
2025-03-09 13:53:35,Student looking away - Eye movement detected
2025-03-09 13:53:35,Student looking away - Suspicious head movement
2025-03-09 13:53:35,Student looking away - Eye movement detected
2025-03-09 13:53:35,Student looking away - Suspicious head movement
2025-03-09 13:53:35,Student looking away - Eye movement detected
2025-03-09 13:53:35,Student looking away - Suspicious head movement
2025-03-09 13:53:35,Student looking away - Eye movement detected
2025-03-09 13:53:35,Student looking away - Suspicious head movement
2025-03-09 13:53:35,Student looking away - Eye movement detected
2025-03-09 13:53:35,Student looking away - Suspicious head movement
2025-03-09 13:53:35,Student looking away - Eye movement detected
2025-03-09 13:53:35,Student looking away - Suspicious head movement
2025-03-09 13:53:35,Student looking away - Eye movement detected
2025-03-09 13:53:35,Student looking away - Suspicious head movement
2025-03-09 13:53:35,Student looking away - Eye movement detected
2025-03-09 13:53:36,Student looking away - Suspicious head movement
2025-03-09 13:53:36,Student looking away - Eye movement detected
2025-03-09 13:53:36,Student looking away - Suspicious head movement
2025-03-09 13:53:36,Student looking away - Eye movement detected
2025-03-09 13:53:36,Student looking away - Suspicious head movement
2025-03-09 13:53:36,Student looking away - Eye movement detected
2025-03-09 13:53:36,Student looking away - Suspicious head movement
2025-03-09 13:53:36,Student looking away - Eye movement detected
2025-03-09 13:53:36,Student looking away - Suspicious head movement
2025-03-09 13:53:36,Student looking away - Eye movement detected
2025-03-09 13:53:37,Student looking away - Suspicious head movement
2025-03-09 13:53:37,Student looking away - Eye movement detected
2025-03-09 13:53:39,Student looking away - Suspicious head movement
2025-03-09 13:53:39,Student looking away - Eye movement detected
2025-03-09 13:53:40,Student looking away - Suspicious head movement
2025-03-09 13:53:40,Student looking away - Eye movement detected
2025-03-09 13:53:40,Student looking away - Suspicious head movement
2025-03-09 13:53:40,Student looking away - Eye movement detected
2025-03-09 13:53:40,Student looking away - Suspicious head movement
2025-03-09 13:53:40,Student looking away - Eye movement detected
2025-03-09 13:53:40,Student looking away - Suspicious head movement
2025-03-09 13:53:40,Student looking away - Eye movement detected
2025-03-09 13:53:40,Student looking away - Suspicious head movement
2025-03-09 13:53:40,Student looking away - Eye movement detected
2025-03-09 13:53:40,Student looking away - Suspicious head movement
2025-03-09 13:53:40,Student looking away - Eye movement detected
2025-03-09 13:53:40,Student looking away - Suspicious head movement
2025-03-09 13:53:40,Student looking away - Eye movement detected
2025-03-09 13:53:41,Student looking away - Suspicious head movement
2025-03-09 13:53:41,Student looking away - Eye movement detected
2025-03-09 13:53:41,Student looking away - Suspicious head movement
2025-03-09 13:53:41,Student looking away - Eye movement detected
2025-03-09 13:53:52,Student looking away - Eye movement detected
2025-03-09 13:53:52,Student looking away - Suspicious head movement
2025-03-09 13:53:52,Student looking away - Eye movement detected
2025-03-09 13:53:52,Student looking away - Suspicious head movement
2025-03-09 13:53:52,Student looking away - Eye movement detected
2025-03-09 13:53:52,Student looking away - Suspicious head movement
2025-03-09 13:53:52,Student looking away - Eye movement detected
2025-03-09 13:53:54,Student looking away - Suspicious head movement
2025-03-09 13:53:54,Student looking away - Eye movement detected
2025-03-09 13:53:54,Student looking away - Suspicious head movement
2025-03-09 13:53:54,Student looking away - Eye movement detected
2025-03-09 13:53:54,Student looking away - Suspicious head movement
2025-03-09 13:53:54,Student looking away - Eye movement detected
2025-03-09 13:53:54,Student looking away - Suspicious head movement
2025-03-09 13:53:54,Student looking away - Eye movement detected
2025-03-09 13:53:54,Student looking away - Suspicious head movement
2025-03-09 13:53:54,Student looking away - Eye movement detected
2025-03-09 13:53:54,Student looking away - Suspicious head movement
2025-03-09 13:53:54,Student looking away - Eye movement detected
2025-03-09 13:53:54,Student looking away - Suspicious head movement
2025-03-09 13:53:54,Student looking away - Eye movement detected
2025-03-09 13:53:54,Student looking away - Suspicious head movement
2025-03-09 13:53:54,Student looking away - Eye movement detected
2025-03-09 13:53:54,Student looking away - Suspicious head movement
2025-03-09 13:53:54,Student looking away - Eye movement detected
2025-03-09 13:53:55,Student looking away - Suspicious head movement
2025-03-09 13:53:55,Student looking away - Eye movement detected
2025-03-09 13:53:55,Student looking away - Suspicious head movement
2025-03-09 13:53:55,Student looking away - Eye movement detected
2025-03-09 13:53:55,Student looking away - Suspicious head movement
2025-03-09 13:53:55,Student looking away - Eye movement detected
2025-03-09 13:53:55,Student looking away - Suspicious head movement
2025-03-09 13:53:55,Student looking away - Eye movement detected
2025-03-09 13:53:55,Student looking away - Suspicious head movement
2025-03-09 13:53:55,Student looking away - Eye movement detected
2025-03-09 13:53:55,Student looking away - Suspicious head movement
2025-03-09 13:53:55,Student looking away - Eye movement detected
2025-03-09 13:53:55,Student looking away - Suspicious head movement
2025-03-09 13:53:55,Student looking away - Eye movement detected
2025-03-09 13:53:55,Student looking away - Suspicious head movement
2025-03-09 13:53:55,Student looking away - Eye movement detected
2025-03-09 13:53:55,Student looking away - Suspicious head movement
2025-03-09 13:53:55,Student looking away - Eye movement detected
2025-03-09 13:53:55,Student looking away - Suspicious head movement
2025-03-09 13:53:55,Student looking away - Eye movement detected
2025-03-09 13:53:55,Student looking away - Suspicious head movement
2025-03-09 13:53:55,Student looking away - Eye movement detected
2025-03-09 13:53:55,Student looking away - Suspicious head movement
2025-03-09 13:53:55,Student looking away - Eye movement detected
2025-03-09 13:53:55,Student looking away - Suspicious head movement
2025-03-09 13:53:55,Student looking away - Eye movement detected
2025-03-09 13:53:55,Student looking away - Suspicious head movement
2025-03-09 13:53:55,Student looking away - Eye movement detected
2025-03-09 13:53:55,Student looking away - Suspicious head movement
2025-03-09 13:53:55,Student looking away - Eye movement detected
2025-03-09 13:53:55,Student looking away - Suspicious head movement
2025-03-09 13:53:55,Student looking away - Eye movement detected
2025-03-09 13:53:56,Student looking away - Suspicious head movement
2025-03-09 13:53:56,Student looking away - Eye movement detected
2025-03-09 13:53:56,Student looking away - Suspicious head movement
2025-03-09 13:53:56,Student looking away - Eye movement detected
2025-03-09 13:53:56,Student looking away - Suspicious head movement
2025-03-09 13:53:56,Student looking away - Eye movement detected
2025-03-09 13:53:56,Student looking away - Suspicious head movement
2025-03-09 13:53:56,Student looking away - Eye movement detected
2025-03-09 13:53:56,Student looking away - Suspicious head movement
2025-03-09 13:53:56,Student looking away - Eye movement detected
2025-03-09 13:53:59,Student looking away - Suspicious head movement
2025-03-09 13:53:59,Student looking away - Eye movement detected
2025-03-09 13:53:59,Student looking away - Suspicious head movement
2025-03-09 13:53:59,Student looking away - Eye movement detected
2025-03-09 13:53:59,Student looking away - Suspicious head movement
2025-03-09 13:53:59,Student looking away - Eye movement detected
2025-03-09 13:53:59,Student looking away - Suspicious head movement
2025-03-09 13:53:59,Student looking away - Eye movement detected
2025-03-09 13:53:59,Student looking away - Suspicious head movement
2025-03-09 13:53:59,Student looking away - Eye movement detected
2025-03-09 13:53:59,Student looking away - Suspicious head movement
2025-03-09 13:53:59,Student looking away - Eye movement detected
2025-03-09 13:53:59,Student looking away - Suspicious head movement
2025-03-09 13:53:59,Student looking away - Eye movement detected
2025-03-09 13:53:59,Student looking away - Suspicious head movement
2025-03-09 13:53:59,Student looking away - Eye movement detected
2025-03-09 13:53:59,Student looking away - Suspicious head movement
2025-03-09 13:53:59,Student looking away - Eye movement detected
2025-03-09 13:53:59,Student looking away - Suspicious head movement
2025-03-09 13:53:59,Student looking away - Eye movement detected
2025-03-09 13:54:00,Student looking away - Suspicious head movement
2025-03-09 13:54:00,Student looking away - Eye movement detected
2025-03-09 13:54:00,Student looking away - Suspicious head movement
2025-03-09 13:54:00,Student looking away - Eye movement detected
2025-03-09 13:54:00,Student looking away - Suspicious head movement
2025-03-09 13:54:00,Student looking away - Eye movement detected
2025-03-09 13:54:00,Student looking away - Suspicious head movement
2025-03-09 13:54:00,Student looking away - Eye movement detected
2025-03-09 13:54:00,Student looking away - Suspicious head movement
2025-03-09 13:54:00,Student looking away - Eye movement detected
2025-03-09 13:54:00,Student looking away - Eye movement detected
2025-03-09 13:54:00,Student looking away - Suspicious head movement
2025-03-09 13:54:00,Student looking away - Eye movement detected
2025-03-09 13:54:00,Student looking away - Suspicious head movement
2025-03-09 13:54:00,Student looking away - Eye movement detected
2025-03-09 13:54:00,Student looking away - Suspicious head movement
2025-03-09 13:54:00,Student looking away - Eye movement detected
2025-03-09 13:54:00,Student looking away - Suspicious head movement
2025-03-09 13:54:00,Student looking away - Eye movement detected
2025-03-09 13:54:00,Student looking away - Suspicious head movement
2025-03-09 13:54:00,Student looking away - Eye movement detected
2025-03-09 13:54:00,Student looking away - Eye movement detected
2025-03-09 13:54:00,Student looking away - Suspicious head movement
2025-03-09 13:54:01,Student looking away - Eye movement detected
2025-03-09 13:54:01,Student looking away - Suspicious head movement
2025-03-09 13:54:01,Student looking away - Eye movement detected
2025-03-09 13:54:01,Student looking away - Suspicious head movement
2025-03-09 13:54:01,Student looking away - Eye movement detected
2025-03-09 13:54:01,Student looking away - Suspicious head movement
2025-03-09 13:54:01,Student looking away - Eye movement detected
2025-03-09 13:54:01,Student looking away - Suspicious head movement
2025-03-09 13:54:01,Student looking away - Eye movement detected
2025-03-09 13:54:01,Student looking away - Suspicious head movement
2025-03-09 13:54:01,Student looking away - Eye movement detected
2025-03-09 13:54:01,Student looking away - Suspicious head movement
2025-03-09 13:54:01,Student looking away - Eye movement detected
2025-03-09 13:54:01,Student looking away - Suspicious head movement
2025-03-09 13:54:01,Student looking away - Eye movement detected
2025-03-09 13:54:01,Student looking away - Suspicious head movement
2025-03-09 13:54:01,Student looking away - Eye movement detected
2025-03-09 13:54:01,Student looking away - Suspicious head movement
2025-03-09 13:54:01,Student looking away - Eye movement detected
2025-03-09 13:54:01,Student looking away - Suspicious head movement
2025-03-09 13:54:01,Student looking away - Eye movement detected
2025-03-09 13:54:01,Student looking away - Suspicious head movement
2025-03-09 13:54:01,Student looking away - Eye movement detected
2025-03-09 13:54:01,Student looking away - Suspicious head movement
2025-03-09 13:54:01,Student looking away - Eye movement detected
2025-03-09 13:54:01,Student looking away - Suspicious head movement
2025-03-09 13:54:01,Student looking away - Eye movement detected
2025-03-09 13:54:02,Student looking away - Suspicious head movement
2025-03-09 13:54:02,Student looking away - Eye movement detected
2025-03-09 13:54:02,Student looking away - Eye movement detected
2025-03-09 13:54:02,Student looking away - Suspicious head movement
2025-03-09 13:54:02,Student looking away - Eye movement detected
2025-03-09 13:54:02,Student looking away - Suspicious head movement
2025-03-09 13:54:02,Student looking away - Eye movement detected
2025-03-09 13:54:02,Student looking away - Suspicious head movement
2025-03-09 13:54:02,Student looking away - Eye movement detected
2025-03-09 13:54:02,Student looking away - Suspicious head movement
2025-03-09 13:54:02,Student looking away - Eye movement detected
2025-03-09 13:54:02,Student looking away - Suspicious head movement
2025-03-09 13:54:02,Student looking away - Eye movement detected
2025-03-09 13:54:02,Student looking away - Suspicious head movement
2025-03-09 13:54:02,Student looking away - Eye movement detected
2025-03-09 13:54:02,Student looking away - Suspicious head movement
2025-03-09 13:54:02,Student looking away - Eye movement detected
2025-03-09 13:54:02,Student looking away - Suspicious head movement
2025-03-09 13:54:02,Student looking away - Eye movement detected
2025-03-09 13:54:02,Student looking away - Suspicious head movement
2025-03-09 13:54:02,Student looking away - Eye movement detected
2025-03-09 13:54:02,Student looking away - Suspicious head movement
2025-03-09 13:54:02,Student looking away - Eye movement detected
2025-03-09 13:54:02,Student looking away - Suspicious head movement
2025-03-09 13:54:02,Student looking away - Eye movement detected
2025-03-09 13:54:02,Student looking away - Suspicious head movement
2025-03-09 13:54:02,Student looking away - Eye movement detected
2025-03-09 13:54:02,Student looking away - Suspicious head movement
2025-03-09 13:54:02,Student looking away - Eye movement detected
2025-03-09 13:54:03,Student looking away - Suspicious head movement
2025-03-09 13:54:03,Student looking away - Eye movement detected
2025-03-09 13:54:03,Student looking away - Suspicious head movement
2025-03-09 13:54:03,Student looking away - Eye movement detected
2025-03-09 13:54:03,Student looking away - Suspicious head movement
2025-03-09 13:54:03,Student looking away - Eye movement detected
